mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score,CV_RMSE
0.2877933979034424,0.004271055888851439,0.011586284637451172,0.00044183965225801433,,sqrt,1,2,100,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",-0.8138506062776639,-0.733824775785351,-0.7063054089693069,-0.7345670855128946,-0.7778058608129729,-0.7532707474716378,0.03796210448792202,65,-0.27681378130953344,-0.28651253602744226,-0.28473782676395987,-0.28410336352793036,-0.2816926246694921,-0.28277202645967164,0.0033554145659227034,0.7532707474716378
0.5652120113372803,0.01107398287339054,0.023146629333496094,0.0015380236588464016,,sqrt,1,2,200,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",-0.817825673774566,-0.7272515019453115,-0.7094184059553097,-0.7337804856832798,-0.7771922725169353,-0.7530936679750806,0.039292035792336956,63,-0.27245944286057683,-0.28202460754335107,-0.2839105897629623,-0.28097688469402726,-0.2772233931910521,-0.2793189836103939,0.004064398662386487,0.7530936679750806
0.8906242847442627,0.011372699718771462,0.03222470283508301,0.0012982165637596898,,sqrt,1,2,300,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 300}",-0.8157510492295212,-0.7241386624266773,-0.7078093470478241,-0.731908914917532,-0.7769003594462351,-0.7513016666135579,0.0395335439097704,48,-0.27186482757932967,-0.2808911415253766,-0.28226414144907463,-0.27947542720121266,-0.2758365513885251,-0.2780664178287037,0.003768747296637156,0.7513016666135579
0.26791019439697267,0.015413679406966488,0.010693168640136719,0.0004785640108435534,,sqrt,1,5,100,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",-0.8143740228136771,-0.7188563693891505,-0.7120951492303798,-0.7323882712055121,-0.7841017071950277,-0.7523631039667494,0.039989739623222616,59,-0.34236808482104564,-0.35201408686649804,-0.3533668087328246,-0.3489402759176479,-0.3484780346732966,-0.34903345820226256,0.0038054291374433643,0.7523631039667494
0.6716332912445069,0.09355623910600189,0.039205074310302734,0.010940708102505074,,sqrt,1,5,200,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",-0.8140979599251795,-0.7223134321901191,-0.7069185768611762,-0.7323019154276942,-0.7804340054758028,-0.7512131779759944,0.03990788244482518,47,-0.33816886706150323,-0.3492971347254233,-0.352709470711311,-0.34642875701051556,-0.34457411719079056,-0.34623566933990874,0.004881680282336014,0.7512131779759944
0.9437849521636963,0.09250266109364756,0.02945818901062012,0.0011665240348754985,,sqrt,1,5,300,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 300}",-0.8118496455624582,-0.7227787544071135,-0.7066819367403012,-0.7338607086169106,-0.7800473512201607,-0.7510436793093888,0.03898898096024809,46,-0.3372376857693911,-0.34928348123841013,-0.350876606925543,-0.34567920961529297,-0.3431078255975027,-0.34523696182922803,0.004835227767546881,0.7510436793093888
0.2604034423828125,0.0055678425639990176,0.011209440231323243,0.0011671680900105562,,sqrt,2,2,100,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",-0.8146447970933549,-0.7309988822827632,-0.7133461111783962,-0.7278467262051272,-0.7780379577184008,-0.7529748948956085,0.03772570594738195,62,-0.36935419428179567,-0.37811086296985486,-0.37916700947632137,-0.3771441925406777,-0.3750475414430573,-0.3757647601423414,0.003481151822727957,0.7529748948956085
0.5028756618499756,0.025832778562708218,0.018935585021972658,0.0008288870978072873,,sqrt,2,2,200,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",-0.8166725728733398,-0.7282045692625897,-0.7080988895430256,-0.72793123136153,-0.7735776338835743,-0.7508969793848118,0.03928075442450139,44,-0.3665647267484395,-0.37730240390230313,-0.3791434393535413,-0.3739372102206633,-0.37077044745660376,-0.3735436455363102,0.004517450242054107,0.7508969793848118
0.8555275440216065,0.045844495636201875,0.03220973014831543,0.0052532787287987905,,sqrt,2,2,300,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 300}",-0.8182517397882094,-0.7257815511276814,-0.7081383082041469,-0.7276731487358293,-0.7768086921265446,-0.7513306879964823,0.040510677846952635,49,-0.3651924876763536,-0.37712209474235364,-0.37855745124606116,-0.3725941060528134,-0.36965365256095484,-0.3726239584557073,0.004888556698355324,0.7513306879964823
0.27273831367492674,0.021893931870680124,0.012061309814453126,0.0022615771503441628,,sqrt,2,5,100,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",-0.822330139176761,-0.7240616838436581,-0.7129587400302065,-0.7326731426862684,-0.7810432077656022,-0.7546133827004992,0.04107063294264704,72,-0.38854143525580914,-0.39967621888485383,-0.3981851184834711,-0.39444409575915107,-0.3926916531923897,-0.3947077043151349,0.003973295157421933,0.7546133827004992
